Akashiwo sanguinea (cells/L),Alexandrium spp. (cells/L),Ammonia (uM),Chlorophyll (mg/m3),Dinophysis spp. (cells/L),Domoic Acid (ng/mL),Lingulodinium polyedrum (cells/L),Nitrate (uM),Nitrite (uM),Phosphate (uM),Prorocentrum spp. (cells/L),Pseudo-nitzschia delicatissima group (cells/L),Pseudo-nitzschia seriata group (cells/L),Silicate (uM),Water Temperature (C),date,Upwelling Index,ONI
2200.0,0.0,5.607,1.37,0.0,0.0,0.0,1.347,0.384,1.129,2200.0,5100.0,0.0,10.561,15.5,2010-11-08,125.0,-1.7
0.0,0.0,0.3,1.71,0.0,0.1,400.0,0.0,0.01,0.22,3200.0,312000.0,2800.0,2.0,18.3,2010-11-08,166.0,-1.7
2600.0,0.0,3.48293,4.64578,0.0,0.0,0.0,10.7985,0.814908,1.10299,17900.0,54800.0,0.0,13.3711,16.5,2010-11-08,125.0,-1.7
0.0,0.0,18.5051,4.0095,112.0,0.0,486.0,1.90705,0.11716700000000001,0.51152,598.0,10098.0,0.0,1.9749400000000001,17.0,2010-11-08,125.0,-1.7
2133.0,0.0,7.09,1.54,0.0,0.0,0.0,2.3,0.34,0.36,0.0,10663.0,0.0,6.02,16.004803493449792,2010-11-09,23.0,-1.7
2751.519801980198,897.8781365638765,0.54,1.75,397.410257918552,0.0,5357.782178217822,0.26,0.07,0.38,4504.69801980198,26436.712871287127,11202.308370044053,3.2,17.1,2010-11-10,93.0,-1.7
1500.0,0.0,2.036,4.29,0.0,0.0,1500.0,0.176,0.167,0.623,800.0,138800.0,15600.0,3.78,16.0,2010-11-15,16.5,-1.7
0.0,0.0,1.78,3.75,0.0,0.0,0.0,0.46,0.314304457142857,0.2,5200.0,0.0,0.0,2.55,17.5,2010-11-15,6.0,-1.7
2400.0,0.0,0.97,1.58,400.0,0.0,0.0,0.11,0.07,0.35,1600.0,60400.0,5200.0,3.0,16.3,2010-11-15,6.0,-1.7
1000.0,0.0,2.95208,3.82692,0.0,0.043,0.0,15.5302,0.569621,1.22154,5800.0,137500.0,0.0,18.2458,16.0,2010-11-15,16.5,-1.7
0.0,0.0,1.23315,1.50356,598.0,0.0,112.0,1.3796899999999999,0.151318,0.377628,972.0,17952.0,0.0,1.54288,16.0,2010-11-15,16.5,-1.7
0.0,0.0,2.121,0.53,0.0,0.0,0.0,0.036,0.33,0.842,0.0,10800.0,0.0,6.533,12.5,2010-11-22,26.0,-1.7
0.0,0.0,3.456,0.618323,0.0,0.0,0.0,16.2387,0.46680200000000005,1.42621,0.0,18100.0,1800.0,17.6886,13.5,2010-11-22,26.0,-1.7
0.0,0.0,1.15,1.31,0.0,0.0,0.0,0.16,0.08,0.5,800.0,10400.0,400.0,5.3,16.0,2010-11-22,36.0,-1.7
0.0,0.0,149.0,1.0023799999999998,374.0,0.0,748.0,1.15808,0.184126,0.507904,1758.0,12716.0,0.0,1.35229,16.0,2010-11-22,26.0,-1.7
0.0,0.0,6.828664471365636,6.587717171171175,0.0,0.0,0.0,2.382738371980675,0.314304457142857,0.7558347699115048,4504.69801980198,26436.712871287127,11202.308370044053,8.739704468181817,16.004803493449792,2010-11-29,-5.5,-1.7
2751.519801980198,897.8781365638765,6.828664471365636,6.587717171171175,397.410257918552,0.0,5357.782178217822,2.382738371980675,0.314304457142857,0.7558347699115048,4504.69801980198,26436.712871287127,0.0,8.739704468181817,16.004803493449792,2010-11-29,-11.0,-1.7
2751.519801980198,897.8781365638765,2.636,6.587717171171175,397.410257918552,0.0,5357.782178217822,2.382738371980675,0.314304457142857,0.7558347699115048,4504.69801980198,26436.712871287127,11202.308370044053,8.739704468181817,16.004803493449792,2010-11-29,-5.5,-1.7
2751.519801980198,897.8781365638765,6.828664471365636,6.587717171171175,397.410257918552,0.0,5357.782178217822,2.382738371980675,0.314304457142857,0.7558347699115048,4504.69801980198,5200.0,11202.308370044053,8.739704468181817,16.004803493449792,2010-11-29,-11.0,-1.7
2751.519801980198,897.8781365638765,6.828664471365636,6.587717171171175,397.410257918552,0.0,5357.782178217822,2.382738371980675,0.164,0.7558347699115048,4504.69801980198,26436.712871287127,11202.308370044053,8.739704468181817,16.004803493449792,2010-11-29,-5.5,-1.7
2751.519801980198,897.8781365638765,6.828664471365636,6.587717171171175,397.410257918552,0.0,5357.782178217822,2.382738371980675,0.314304457142857,0.7558347699115048,0.0,26436.712871287127,11202.308370044053,8.739704468181817,16.004803493449792,2010-11-29,-11.0,-1.7
2751.519801980198,897.8781365638765,6.828664471365636,6.587717171171175,397.410257918552,0.0,5357.782178217822,0.522,0.314304457142857,0.516,4504.69801980198,26436.712871287127,11202.308370044053,8.731,16.004803493449792,2010-11-29,-5.5,-1.7
2751.519801980198,897.8781365638765,6.828664471365636,6.587717171171175,397.410257918552,0.0,5200.0,2.382738371980675,0.314304457142857,0.7558347699115048,4504.69801980198,26436.712871287127,11202.308370044053,8.739704468181817,16.004803493449792,2010-11-29,-11.0,-1.7
2751.519801980198,897.8781365638765,6.828664471365636,1.09,397.410257918552,0.0,5357.782178217822,2.382738371980675,0.314304457142857,0.7558347699115048,4504.69801980198,26436.712871287127,11202.308370044053,8.739704468181817,16.004803493449792,2010-11-29,-5.5,-1.7
12999.0,0.0,6.828664471365636,6.587717171171175,2600.0,0.0,5357.782178217822,2.382738371980675,0.314304457142857,0.7558347699115048,4504.69801980198,26436.712871287127,11202.308370044053,8.739704468181817,16.004803493449792,2010-11-29,-11.0,-1.7
2751.519801980198,897.8781365638765,6.828664471365636,6.587717171171175,397.410257918552,0.0,5357.782178217822,2.382738371980675,0.314304457142857,0.7558347699115048,4504.69801980198,26436.712871287127,11202.308370044053,8.739704468181817,11.0,2010-11-29,-5.5,-1.7
2751.519801980198,897.8781365638765,4.33,5.61,397.410257918552,0.0,5357.782178217822,11.64,0.36,1.08,4504.69801980198,26436.712871287127,11202.308370044053,11.7,11.5,2010-11-29,-11.0,-1.7
2751.519801980198,897.8781365638765,6.828664471365636,6.587717171171175,397.410257918552,0.0,5357.782178217822,2.382738371980675,0.314304457142857,0.7558347699115048,0.0,18200.0,5100.0,8.739704468181817,16.004803493449792,2010-11-29,-5.5,-1.7
0.0,0.0,17.5315,0.802149,0.0,0.0,0.0,6.0201199999999995,0.854833,1.484,0.0,9500.0,9300.0,10.9089,11.0,2010-11-29,-5.5,-1.7
102000.0,800.0,0.22,10.13,400.0,0.0,6000.0,0.07,0.06,0.47,9200.0,86800.0,4400.0,6.3,13.8,2010-11-29,-11.0,-1.7
0.0,0.0,274.0,7.517810000000001,0.0,0.0,0.0,7.16352,0.5036970000000001,0.6719649999999999,0.0,2308400.0,0.0,4.8666599999999995,12.5,2010-11-29,-5.5,-1.7
0.0,0.0,20.87,1.33,0.0,0.05,0.0,4.31,0.31,1.08,0.0,0.0,19193.0,10.34,14.861139896373055,2010-12-01,11.0,-1.6
2992.0,0.0,3.0356400000000003,4.51069,748.0,0.0,748.0,7.96197,0.428522,0.9072120000000001,4114.0,19822.0,0.0,5.39548,14.0,2010-12-03,-3.5,-1.6
0.0,1100.0,3.511,10.68,1700.0,0.0,800.0,0.196,0.258,0.795,3300.0,2500.0,15500.0,9.488,12.5,2010-12-06,14.0,-1.6
28000.0,400.0,0.61,5.59,0.0,0.0,1200.0,0.31,0.03,0.36,3600.0,316800.0,30800.0,2.8,14.0,2010-12-06,36.0,-1.6
0.0,0.0,1.98154,6.78485,800.0,0.22,0.0,0.580828,0.160927,0.42598199999999997,700.0,14000.0,88800.0,0.7981779999999999,13.0,2010-12-06,14.0,-1.6
83195.0,0.0,1.65,37.19,0.0,0.07,0.0,0.49,0.3411355548387098,0.29,7800.0,475771.0,49397.0,7.699838027027026,15.0,2010-12-06,36.0,-1.6
0.0,0.0,7.33692,3.4142487393617085,0.0,0.07,187.0,2.78283,0.13153,0.586489,1309.0,186065.0,0.0,1.95023,14.0,2010-12-06,14.0,-1.6
4571.891304347826,2003.402985074627,0.86,5.94,288.65656565656565,0.065,2030.125,1.06,0.11,0.56,3853.8478260869565,11095.0,5264.87064676617,6.0,13.5,2010-12-09,78.0,-1.6
3100.0,0.0,19.538,6.5,1800.0,0.0,0.0,1.0,0.263,0.882,4000.0,11100.0,4200.0,3.564,13.5,2010-12-13,38.5,-1.6
700.0,0.0,23.5767,2.20591,2100.0,0.0,700.0,2.5846299999999998,0.366054,0.87861,1400.0,11800.0,5300.0,4.15041,13.5,2010-12-13,38.5,-1.6
82800.0,2000.0,0.53,10.76,800.0,0.041,3600.0,0.26,0.03,0.35,6800.0,70400.0,54000.0,2.9,13.7,2010-12-13,27.0,-1.6
7800.0,0.0,1.79,2.63,0.0,0.06,0.0,0.54,0.3411355548387098,0.31,0.0,12999.0,80595.0,1.9,16.0,2010-12-13,27.0,-1.6
0.0,0.0,4.4541900000000005,2.4057,748.0,0.04,2992.0,1.49263,0.174112,0.534357,3366.0,2244.0,0.0,2.35547,14.861139896373055,2010-12-13,38.5,-1.6
0.0,0.0,5.178586145833333,3.4142487393617085,0.0,0.07,0.0,2.6215399621621613,0.3411355548387098,0.7451005260416669,0.0,0.0,19193.0,7.699838027027026,14.861139896373055,2010-12-14,63.0,-1.6
2600.0,0.0,1.75,2.14,2600.0,0.0,2600.0,1.75,0.15,0.52,0.0,5200.0,7800.0,3.4,14.3,2010-12-20,18.0,-1.6
15600.0,0.0,0.42,3.1,400.0,0.0,2000.0,0.14,0.01,0.35,1600.0,31200.0,8800.0,1.8,15.1,2010-12-20,18.0,-1.6
47200.0,1600.0,0.49,7.13,1600.0,0.0,1600.0,0.16,0.04,0.46,8400.0,16800.0,4000.0,2.6,15.3,2010-12-27,52.0,-1.6
3200.0,0.0,2.05,1.43,0.0,0.0,0.0,1.37,0.12,0.57,5200.0,24400.0,800.0,4.3,14.7,2011-01-03,-20.0,-1.4
20799.0,0.0,2.01,7.58,5200.0,0.05,5200.0,2.41,0.15,0.51,2600.0,0.0,0.0,5.14,13.0,2011-01-03,-20.0,-1.4
0.0,0.0,14.5886,2.707855383084577,0.0,0.0,187.0,6.90154,0.460638,1.25609,374.0,561.0,0.0,9.00513,13.0,2011-01-03,-17.0,-1.4
1300.0,0.0,4.38,1.4,0.0,0.0,0.0,5.909,0.504,1.042,0.0,5600.0,1300.0,10.974,12.0,2011-01-05,-2.0,-1.4
900.0,0.0,3.9188,3.02477,0.0,0.0,0.0,4.11048,0.484516,0.746736,0.0,6700.0,3200.0,5.93611,12.0,2011-01-05,-2.0,-1.4
700.0,0.0,19.532,1.59,0.0,0.0,0.0,5.113,0.573,1.114,600.0,5400.0,0.0,10.525,13.5,2011-01-10,-3.5,-1.4
2600.0,0.0,2.24,3.23,0.0,0.0,2600.0,0.85,0.12,0.3,0.0,0.0,0.0,2.11,13.8,2011-01-10,-9.0,-1.4
5000.0,0.0,27.5364,7.3029,0.0,0.0,3400.0,3.15539,0.449351,0.720611,1200.0,0.0,0.0,6.41573,13.5,2011-01-10,-3.5,-1.4
4000.0,400.0,1.14,3.55,800.0,0.0,800.0,1.0,0.14,0.45,20800.0,2000.0,0.0,3.4,14.2,2011-01-10,-9.0,-1.4
0.0,0.0,3.4889099999999997,14.4342,374.0,0.0,8602.0,2.1764200000000002,0.22677199999999997,1.9347,8602.0,0.0,0.0,5.96777,14.0,2011-01-10,-3.5,-1.4
10399.0,5200.0,3.06,5.47,0.0,0.0,0.0,1.28,0.14,0.35,7800.0,0.0,10399.0,2.71,15.0,2011-01-17,15.0,-1.4
0.0,0.0,2.16513,6.4152,374.0,0.19,5610.0,1.1219700000000001,0.22053699999999998,0.375571,1122.0,16456.0,1496.0,3.84171,15.0,2011-01-17,68.0,-1.4
3600.0,0.0,0.44,4.98,1600.0,0.0,3200.0,1.19,0.16,0.37,21200.0,9600.0,0.0,4.0,14.3,2011-01-18,7.0,-1.4
937.2410256410257,280.1841703196347,0.38,4.99,217.50471698113208,0.0,968.1846153846154,0.42,0.07,0.31,4155.671794871795,8530.082051282052,2509.0,2.6,14.3,2011-01-20,-31.0,-1.4
0.0,0.0,12.122,1.14,0.0,0.14,2500.0,0.755,0.24,0.847,700.0,0.0,6000.0,6.426,13.0,2011-01-24,8.5,-1.4
1800.0,0.0,4.22525,0.0,0.0,0.3,5700.0,0.44501199999999996,0.2589,0.6189600000000001,0.0,0.0,3800.0,4.74597,14.0,2011-01-24,8.5,-1.4
0.0,10399.0,0.45,4.78,0.0,0.0,2600.0,0.26,0.4172620773809526,0.19,2600.0,28598.0,36398.0,7.958343613861382,16.0,2011-01-24,3.0,-1.4
0.0,0.0,0.31,3.01,0.0,0.0,0.0,0.84,0.11,0.36,5200.0,4400.0,3600.0,2.4,14.2,2011-01-24,3.0,-1.4
0.0,0.0,4.255780000000001,3.2076,2338.0,0.0,5142.0,0.614801,0.13003900000000002,0.320668,8882.0,1402.0,0.0,1.61385,16.0,2011-01-24,8.5,-1.4
0.0,0.0,6.191938625592413,2.707855383084577,0.0,0.0,0.0,3.484583671717171,0.28,0.7035187272727271,0.0,0.0,8533.0,7.958343613861382,16.7,2011-01-28,55.0,-1.4
0.0,1122.0,3.7504199999999996,12.8304,0.0,0.0,5236.0,0.682774,0.15395699999999998,0.38971,23188.0,0.0,0.0,2.45431,14.0,2011-01-31,71.5,-1.4
2400.0,0.0,0.27,5.06,400.0,0.041,0.0,0.16,0.03,0.27,4800.0,32400.0,4800.0,1.2,14.3,2011-01-31,86.0,-1.4
0.0,0.0,7.477,0.81,0.0,0.0,700.0,1.229,0.228,0.703,0.0,4100.0,0.0,4.831,14.5,2011-01-31,71.5,-1.4
0.0,0.0,0.85,9.16,0.0,0.0,0.0,0.55,0.1,0.34,2600.0,28598.0,38998.0,1.34,16.0,2011-01-31,86.0,-1.4
0.0,0.0,10.2814,0.7596149999999999,0.0,0.12,0.0,3.38429,0.46403900000000003,0.866708,0.0,5100.0,0.0,6.1433800000000005,14.0,2011-01-31,71.5,-1.4
0.0,0.0,81.1,2.3268797379679143,0.0,4.94,0.0,11.2,0.2,1.3,0.0,0.0,726663.0,23.3,14.014975845410625,2011-02-01,35.0,-1.1
748.0,0.0,11.8737,2.3268797379679143,748.0,0.0,25432.0,1.08196,0.423075,0.430066,59840.0,0.0,0.0,4.11655,14.5,2011-02-07,105.5,-1.1
0.0,0.0,0.4,2.51,0.0,0.0,0.0,0.28,0.5323274322580646,0.22,0.0,5200.0,2600.0,1.02,17.0,2011-02-07,63.0,-1.1
700.0,0.0,6.265,2.57,0.0,0.067,0.0,1.146,0.296,0.686,2500.0,10300.0,13000.0,4.388,14.5,2011-02-07,105.5,-1.1
800.0,0.0,0.47,4.04,0.0,0.0,0.0,0.29,0.05,0.22,3200.0,61600.0,17200.0,1.0,14.3,2011-02-07,63.0,-1.1
0.0,0.0,7.418760000000001,1.0733700000000002,0.0,0.0,0.0,2.01451,0.284408,0.585274,0.0,10800.0,4800.0,3.8267,15.0,2011-02-07,105.5,-1.1
0.0,0.0,5.375496562189054,3.32,0.0,2.97,0.0,0.0,0.5323274322580646,0.09,0.0,17098.0,51294.0,3.87,12.0,2011-02-08,135.0,-1.1
0.0,0.0,12.165,4.93,900.0,0.5,2900.0,0.708,0.231,0.69,5700.0,15200.0,23500.0,3.415,14.0,2011-02-14,6.0,-1.1
2536.0,5073.0,2.36,1.6,5073.0,0.0,2536.0,0.41,0.5323274322580646,0.24,78629.0,5073.0,0.0,1.0,15.5,2011-02-14,43.0,-1.1
4300.0,0.0,9.472439999999999,3.87705,700.0,0.37,700.0,1.41161,0.263545,0.555624,2300.0,5600.0,21400.0,3.54311,14.0,2011-02-14,6.0,-1.1
400.0,2000.0,0.48,2.81,400.0,0.0,0.0,0.24,0.03,0.29,3200.0,60800.0,6400.0,1.2,14.4,2011-02-14,43.0,-1.1
0.0,0.0,4.005319999999999,4.51069,374.0,0.0,4114.0,0.725829,0.123117,0.355757,95744.0,0.0,0.0,6.1881699999999995,16.5,2011-02-14,6.0,-1.1
0.0,0.0,114.71,3.91,0.0,2.39,0.0,0.0,0.5323274322580646,0.13,0.0,68392.0,136784.0,9.9,13.0,2011-02-15,-31.0,-1.1
354.33513513513515,359.1244019138756,0.87,1.64,304.37254901960785,0.0,1644.2,0.8,0.04,0.41,9025.275675675675,14251.518918918919,7191.191387559808,0.04,14.2,2011-02-17,8.0,-1.1
0.0,0.0,15.2819,2.3268797379679143,374.0,0.0,1122.0,0.793466,0.356021,0.708009,81158.0,0.0,0.0,7.03908,15.0,2011-02-21,3.5,-1.1
0.0,0.0,1.89,9.19,2600.0,0.0,0.0,1.2,0.5323274322580646,0.29,7800.0,10399.0,5200.0,1.29,15.5,2011-02-22,14.0,-1.1
0.0,0.0,8.939,2.17,500.0,0.098,0.0,7.537,0.425,1.152,0.0,6300.0,1300.0,42.282,12.0,2011-02-22,28.0,-1.1
0.0,0.0,0.82,2.28,400.0,0.0,0.0,0.07,0.03,0.19,0.0,27200.0,2000.0,0.69,14.2,2011-02-22,14.0,-1.1
0.0,0.0,6.93881,1.47061,0.0,0.16,700.0,1.70049,0.337866,0.6948840000000001,1700.0,2400.0,2200.0,4.51043,13.0,2011-02-22,28.0,-1.1
4000.0,800.0,0.82,1.39,400.0,0.0,0.0,0.27,0.06,0.25,8000.0,0.0,400.0,2.15,14.3,2011-02-28,14.0,-1.1
0.0,0.0,5.6565,2.3268797379679143,0.0,0.0,1496.0,3.02901,0.319706,0.651275,41140.0,0.0,0.0,7.04139,14.0,2011-02-28,6.5,-1.1
0.0,0.0,10.73,1.57,0.0,0.24,0.0,6.666,0.291,0.892,0.0,10400.0,4800.0,11.556,12.0,2011-03-01,-16.0,-0.8
0.0,23399.0,0.93,5.54,5200.0,0.05,0.0,2.43,0.11,0.36,20799.0,54597.0,15599.0,3.71,15.5,2011-03-01,26.0,-0.8
0.0,0.0,7.664219999999999,1.2286,0.0,0.12,0.0,8.81581,0.381829,0.996033,900.0,9500.0,1500.0,11.4908,12.5,2011-03-01,-16.0,-0.8
0.0,0.0,4.597589811926605,2.82,0.0,6.14,0.0,0.0,0.3372759583333334,0.97,0.0,17098.0,376155.0,38.25,11.5,2011-03-01,-58.0,-0.8
400.0,800.0,2.04,4.07,2000.0,0.0,800.0,2.13,0.16,0.43,24400.0,62000.0,11200.0,4.45,14.2,2011-03-07,302.0,-0.8
0.0,0.0,5.83437,0.501188,75.0,0.0,0.0,0.786266,0.087464,0.425856,75.0,13464.0,2992.0,7.726139999999999,15.0,2011-03-07,254.5,-0.8
0.0,0.0,3.33,5.95,0.0,0.1,0.0,12.01,0.39,1.01,10399.0,23399.0,10399.0,10.9,13.5,2011-03-08,61.0,-0.8
0.0,0.0,3.674,2.02,0.0,2.57,0.0,16.843,0.337,1.637,0.0,1200.0,130000.0,25.032,13.0,2011-03-08,54.0,-0.8
0.0,0.0,6.47656,0.280727,0.0,0.1,0.0,21.5848,0.351926,1.8904599999999998,0.0,0.0,9300.0,31.9034,12.0,2011-03-08,54.0,-0.8
74.87878787878788,333.16438356164383,0.56,4.52,300.10648148148147,0.0,1673.3333333333333,0.26,0.01,0.13,12239.924242424242,18893.757575757576,17400.659452054795,0.01,14.4,2011-03-10,91.0,-0.8
0.0,0.0,4.597589811926605,0.96,0.0,0.0,0.0,0.0,0.3372759583333334,0.73,0.0,0.0,34196.0,22.02,13.0,2011-03-10,64.0,-0.8
2400.0,0.0,2.03,3.99,6000.0,0.0,400.0,0.47,0.08,0.21,96000.0,34400.0,6800.0,1.86,14.8,2011-03-14,100.0,-0.8
2600.0,15599.0,2.0,6.28,2600.0,0.05,2600.0,0.61,0.3372759583333334,0.42,49397.0,36398.0,49397.0,1.6,15.0,2011-03-14,100.0,-0.8
0.0,0.0,5.68331,22.5534,8550.0,1.5,0.0,2.77074,0.19381600000000002,0.454872,8550.0,1538940.0,341986.0,2.1223099999999997,13.5,2011-03-14,59.5,-0.8
0.0,0.0,189.75,1.36,0.0,0.0,0.0,0.0,0.3372759583333334,0.94,0.0,0.0,0.0,29.67,12.0,2011-03-15,40.0,-0.8
0.0,0.0,4.323,3.74,0.0,0.29,0.0,0.426,0.093,0.331,0.0,17900.0,22700.0,1.438,14.0,2011-03-16,129.5,-0.8
0.0,0.0,3.4076199999999996,2.50672,0.0,0.29,0.0,10.1824,0.354524,1.06659,0.0,4100.0,24000.0,12.5421,13.0,2011-03-16,129.5,-0.8
74.87878787878788,333.16438356164383,1.33,3.91,300.10648148148147,0.0,1673.3333333333333,2.09,0.09,0.46,12239.924242424242,18893.757575757576,17400.659452054795,0.09,13.9,2011-03-17,127.0,-0.8
0.0,0.0,1.2,2.12,2600.0,0.0,0.0,1.89,0.3372759583333334,0.43,2600.0,0.0,0.0,3.11,14.5,2011-03-21,50.0,-0.8
400.0,1600.0,1.94,2.79,800.0,0.0,0.0,2.56,0.12,0.45,6800.0,43200.0,18000.0,3.12,13.3,2011-03-21,50.0,-0.8
0.0,0.0,3.689,4.03,0.0,1.8,0.0,23.9,0.779,1.956,0.0,4300.0,56400.0,56.238,12.0,2011-03-21,43.5,-0.8
0.0,0.0,3.58459,8.1329,0.0,5.31,0.0,7.68498,0.6621739999999999,1.52635,0.0,5900.0,87600.0,10.1144,12.5,2011-03-21,43.5,-0.8
0.0,0.0,5.59666,3.7022013507109017,0.0,0.0,374.0,4.48374,0.21127600000000002,0.713667,2244.0,11594.0,1122.0,4.6745,14.0,2011-03-21,43.5,-0.8
0.0,0.0,4.597589811926605,6.33,0.0,4.38,0.0,0.0,0.3372759583333334,2.34,0.0,0.0,0.0,65.15,10.5,2011-03-23,-39.0,-0.8
74.87878787878788,333.16438356164383,1.38,2.58,300.10648148148147,0.06,1673.3333333333333,1.22,0.07,0.46,12239.924242424242,18893.757575757576,17400.659452054795,0.07,14.0,2011-03-24,41.0,-0.8
0.0,0.0,3.38,4.02,5200.0,0.0,7800.0,1.96,0.3372759583333334,0.31,72796.0,0.0,0.0,7.44,16.0,2011-03-28,146.0,-0.8
1600.0,1600.0,1.79,4.52,400.0,0.0,0.0,1.38,0.11,0.31,70000.0,10800.0,400.0,4.01,14.9,2011-03-28,146.0,-0.8
0.0,0.0,4.906,2.97,0.0,1.19,0.0,4.75,0.284,0.406,0.0,0.0,63500.0,15.801,13.0,2011-03-28,146.0,-0.8
0.0,0.0,4.07585,10.0046,0.0,6.56,0.0,5.35039,0.384799,0.7753720000000001,0.0,0.0,254000.0,4.91291,13.0,2011-03-28,146.0,-0.8
0.0,0.0,6.55427,3.7022013507109017,0.0,0.08,0.0,4.73528,0.277392,0.9316780000000001,1122.0,5722.0,0.0,7.330310000000001,14.0,2011-03-28,146.0,-0.8
0.0,0.0,4.597589811926605,0.86,0.0,0.23,0.0,0.0,0.3372759583333334,1.71,0.0,0.0,0.0,54.11,14.0,2011-03-29,130.0,-0.8
0.0,15599.0,2.41,2.5,0.0,0.0,2600.0,0.4,0.38837398089171976,0.25,7800.0,10399.0,0.0,4.61,17.0,2011-04-04,5.0,-0.6
0.0,0.0,8.228,3.14,0.0,0.051,0.0,3.999,0.298,0.996,0.0,5800.0,11900.0,8.797,13.0,2011-04-04,10.0,-0.6
0.0,800.0,2.29,1.35,0.0,0.0,0.0,0.26,0.04,0.28,3600.0,8800.0,0.0,3.42,16.4,2011-04-04,5.0,-0.6
0.0,0.0,8.44095,2.5902700000000003,0.0,1.33,0.0,2.88143,0.231812,0.656938,0.0,2800.0,49100.0,3.7315300000000002,14.0,2011-04-04,10.0,-0.6
0.0,0.0,4.25355,0.501188,123.0,0.0,0.0,1.8139,0.147672,0.43753100000000006,8864.0,1982.0,0.0,4.1192400000000005,16.0,2011-04-04,10.0,-0.6
0.0,0.0,4.083040217391306,1.63,0.0,0.0,0.0,0.0,0.38837398089171976,1.17,0.0,0.0,0.0,26.3,16.0,2011-04-05,182.0,-0.6
0.0,0.0,0.62,9.45,0.0,0.0,0.0,0.65,0.38837398089171976,0.18,0.0,847549.0,187189.0,1.78,16.0,2011-04-11,107.0,-0.6
2000.0,2000.0,1.93,2.19,0.0,0.0,0.0,1.44,0.15,0.35,22400.0,14400.0,1200.0,6.07,15.9,2011-04-11,107.0,-0.6
0.0,0.0,15.344,0.35,0.0,0.11,0.0,13.274,0.535,1.899,0.0,800.0,5100.0,23.735,13.5,2011-04-11,115.0,-0.6
0.0,0.0,6.27874,0.7,112.0,0.042,112.0,6.71851,0.318079,0.8668049999999999,2730.0,5610.0,0.0,8.51927,14.0,2011-04-11,115.0,-0.6
0.0,0.0,4.083040217391306,4.2,0.0,0.51,0.0,0.0,0.38837398089171976,1.04,0.0,0.0,376155.0,25.51,13.0,2011-04-13,101.0,-0.6
0.0,0.0,1.27,7.66,0.0,0.49,0.0,4.802533765000003,0.38837398089171976,0.16,7800.0,231386.0,207988.0,9.564762279187816,17.0,2011-04-18,161.0,-0.6
0.0,0.0,1.12,1.4,0.0,0.0,0.0,0.29,0.05,0.24,4800.0,56000.0,400.0,3.48,16.7,2011-04-18,161.0,-0.6
0.0,0.0,12.442,5.06,0.0,9.33,0.0,1.11,0.255,1.171,0.0,0.0,82700.0,3.668,15.0,2011-04-18,108.0,-0.6
0.0,0.0,7.051839999999999,1.3,112.0,0.047,0.0,3.9584599999999996,0.403395,0.603726,1758.0,17578.0,2618.0,3.7869699999999997,17.0,2011-04-18,108.0,-0.6
37.875,344.66990291262135,0.95,1.54,384.76020408163265,0.0,2433.1774193548385,0.96,0.04,0.34,24964.41935483871,31006.7688172043,36775.796116504855,0.04,16.7,2011-04-21,145.0,-0.6
0.0,0.0,4.083040217391306,16.62,0.0,0.07,0.0,0.0,0.38837398089171976,0.23,0.0,6398.0,14928.0,6.27,14.0,2011-04-21,136.0,-0.6
0.0,0.0,1.11,1.34,0.0,0.0,0.0,1.39,0.1,0.31,0.0,82800.0,800.0,5.92,17.3,2011-04-25,192.0,-0.6
0.0,0.0,6.10476,0.2,112.0,0.0,0.0,5.32104,0.360174,0.975576,112.0,0.0,224.0,6.00964,15.5,2011-04-25,160.0,-0.6
0.0,0.0,4.34,4.03,0.0,0.0,0.0,1.64,0.17,0.28,38998.0,5200.0,2600.0,4.03,18.0,2011-04-25,192.0,-0.6
0.0,0.0,10.598,3.07,0.0,0.084,0.0,7.119,0.4,1.565,0.0,0.0,10000.0,12.569,13.0,2011-04-26,179.5,-0.6
0.0,0.0,4.33288,2.49001,0.0,0.052,0.0,15.2666,0.589717,1.56428,0.0,0.0,9000.0,20.5471,12.5,2011-04-26,179.5,-0.6
0.0,0.0,4.083040217391306,12.65,0.0,0.0,0.0,0.0,0.38837398089171976,0.5,0.0,0.0,0.0,7.39,13.0,2011-04-28,268.0,-0.6
0.0,0.0,4.06,6.89,2600.0,0.0,0.0,13.19,0.31,1.23,0.0,51997.0,28598.0,13.6,14.0,2011-05-02,2.0,-0.5
0.0,0.0,2.63,2.25,800.0,0.0,0.0,0.62,0.08,0.31,25600.0,200400.0,1200.0,3.04,16.3,2011-05-02,2.0,-0.5
0.0,0.0,1.815,4.58,0.0,0.094,0.0,3.544925630541871,0.042,0.129,0.0,0.0,12200.0,0.583,15.0,2011-05-02,24.5,-0.5
0.0,0.0,2.56147,0.2,0.0,0.0,0.0,3.21636,0.177267,0.356719,176.0,0.0,0.0,4.20478,16.0,2011-05-02,24.5,-0.5
0.0,0.0,2.59475,9.909889999999999,0.0,0.058,0.0,0.27917800000000004,0.077611,0.30239099999999997,0.0,0.0,15100.0,2.2392,15.0,2011-05-02,24.5,-0.5
0.0,0.0,152.06,3.36,0.0,0.0,0.0,0.0,0.7844874567901234,0.08,0.0,0.0,0.0,1.86,14.0,2011-05-05,65.0,-0.5
0.0,0.0,7.113,4.46,0.0,0.082,0.0,0.986,0.13,0.909,0.0,0.0,8500.0,4.003,12.5,2011-05-09,142.5,-0.5
